,ID,Predicted_values
631,0x1d69,1
632,0x1d72,0
633,0x1d73,0
634,0x1d74,0
635,0x1d75,0
636,0x1d7e,1
637,0x1d7f,1
638,0x1d80,1
639,0x1d81,1
640,0x1d8a,0
641,0x1d8b,0
642,0x1d8c,0
643,0x1d8d,0
644,0x1d96,1
645,0x1d97,1
646,0x1d98,1
647,0x1d99,1
648,0x1da2,1
649,0x1da3,1
650,0x1da4,1
651,0x1da5,1
652,0x1dae,0
653,0x1daf,0
654,0x1db0,0
655,0x1db1,0
656,0x1dba,0
657,0x1dbb,0
658,0x1dbc,0
659,0x1dbd,0
660,0x1dc6,1
661,0x1dc7,1
662,0x1dc8,1
663,0x1dc9,1
664,0x1dd2,0
665,0x1dd3,0
666,0x1dd4,0
667,0x1dd5,0
668,0x1dde,2
669,0x1ddf,2
670,0x1de0,2
671,0x1de1,2
672,0x1dea,1
673,0x1deb,1
674,0x1dec,1
675,0x1ded,1
676,0x1df6,0
677,0x1df7,0
678,0x1df8,0
679,0x1df9,0
680,0x1e02,1
681,0x1e03,1
682,0x1e04,1
683,0x1e05,1
684,0x1e0e,0
685,0x1e0f,0
686,0x1e10,0
687,0x1e11,0
688,0x1e1a,1
689,0x1e1b,1
690,0x1e1c,1
691,0x1e1d,1
692,0x1e26,1
693,0x1e27,1
694,0x1e28,2
695,0x1e29,2
696,0x1e32,0
697,0x1e33,0
698,0x1e34,1
699,0x1e35,0
700,0x1e3e,1
701,0x1e3f,1
702,0x1e40,1
703,0x1e41,1
704,0x1e4a,1
705,0x1e4b,1
706,0x1e4c,1
707,0x1e4d,1
708,0x1e56,1
709,0x1e57,1
710,0x1e58,1
711,0x1e59,1
712,0x1e62,1
713,0x1e63,1
714,0x1e64,1
715,0x1e65,1
716,0x1e6e,1
717,0x1e6f,1
718,0x1e70,1
719,0x1e71,1
720,0x1e7a,2
721,0x1e7b,2
722,0x1e7c,1
723,0x1e7d,2
724,0x1e86,2
725,0x1e87,2
726,0x1e88,2
727,0x1e89,2
728,0x1e92,2
729,0x1e93,2
730,0x1e94,2
731,0x1e95,0
732,0x1e9e,1
733,0x1e9f,1
734,0x1ea0,1
735,0x1ea1,1
736,0x1eaa,0
737,0x1eab,0
738,0x1eac,1
739,0x1ead,0
740,0x1eb6,1
741,0x1eb7,1
742,0x1eb8,1
743,0x1eb9,1
744,0x1ec2,0
745,0x1ec3,0
746,0x1ec4,0
747,0x1ec5,0
748,0x1ece,2
749,0x1ecf,2
750,0x1ed0,2
751,0x1ed1,2
752,0x1eda,0
753,0x1edb,0
754,0x1edc,0
755,0x1edd,0
756,0x1ee6,0
757,0x1ee7,0
758,0x1ee8,0
759,0x1ee9,0
760,0x1ef2,0
761,0x1ef3,0
762,0x1ef4,1
763,0x1ef5,0
764,0x1efe,1
765,0x1eff,1
766,0x1f00,1
767,0x1f01,1
768,0x1f0a,0
769,0x1f0b,0
770,0x1f0c,0
771,0x1f0d,0
772,0x1f16,1
773,0x1f17,1
774,0x1f18,1
775,0x1f19,1
776,0x1f22,0
777,0x1f23,0
778,0x1f24,2
779,0x1f25,0
780,0x1f2e,0
781,0x1f2f,0
782,0x1f30,0
783,0x1f31,0
784,0x1f3a,1
785,0x1f3b,1
786,0x1f3c,1
787,0x1f3d,1
788,0x1f46,1
789,0x1f47,1
790,0x1f48,1
791,0x1f49,1
792,0x1f52,2
793,0x1f53,2
794,0x1f54,0
795,0x1f55,0
796,0x1f5e,0
797,0x1f5f,0
798,0x1f60,0
799,0x1f61,0
800,0x1f6a,2
801,0x1f6b,2
802,0x1f6c,2
803,0x1f6d,2
804,0x1f76,1
805,0x1f77,1
806,0x1f78,1
807,0x1f79,1
808,0x1f82,0
809,0x1f83,0
810,0x1f84,0
811,0x1f85,0
812,0x1f8e,1
813,0x1f8f,1
814,0x1f90,1
815,0x1f91,1
816,0x1f9a,1
817,0x1f9b,1
818,0x1f9c,1
819,0x1f9d,1
820,0x1fa6,2
821,0x1fa7,2
822,0x1fa8,2
823,0x1fa9,2
824,0x1fb2,2
825,0x1fb3,2
826,0x1fb4,2
827,0x1fb5,2
828,0x1fbe,2
829,0x1fbf,2
830,0x1fc0,2
831,0x1fc1,2
832,0x1fca,1
833,0x1fcb,1
834,0x1fcc,1
835,0x1fcd,1
836,0x1fd6,0
837,0x1fd7,0
838,0x1fd8,0
839,0x1fd9,0
840,0x1fe2,1
841,0x1fe3,1
842,0x1fe4,1
843,0x1fe5,1
844,0x1fee,2
845,0x1fef,2
846,0x1ff0,2
847,0x1ff1,2
848,0x1ffa,1
849,0x1ffb,1
850,0x1ffc,1
851,0x1ffd,1
852,0x2006,0
853,0x2007,0
854,0x2008,0
855,0x2009,0
856,0x2012,0
857,0x2013,0
858,0x2014,0
859,0x2015,0
860,0x201e,2
861,0x201f,2
862,0x2020,2
863,0x2021,2
864,0x202a,2
865,0x202b,2
866,0x202c,2
867,0x202d,2
868,0x2036,1
869,0x2037,1
870,0x2038,1
871,0x2039,1
872,0x2042,0
873,0x2043,0
874,0x2044,0
875,0x2045,0
876,0x204e,0
877,0x204f,0
878,0x2050,0
879,0x2051,0
880,0x205a,0
881,0x205b,0
882,0x205c,0
883,0x205d,0
884,0x2066,1
885,0x2067,1
886,0x2068,1
887,0x2069,1
888,0x2072,1
889,0x2073,1
890,0x2074,1
891,0x2075,1
892,0x207e,1
893,0x207f,1
894,0x2080,1
895,0x2081,1
896,0x208a,1
897,0x208b,1
898,0x208c,1
899,0x208d,1
900,0x2096,0
901,0x2097,0
902,0x2098,0
903,0x2099,0
904,0x20a2,1
905,0x20a3,1
906,0x20a4,1
907,0x20a5,1
908,0x20ae,2
909,0x20af,2
910,0x20b0,2
911,0x20b1,2
912,0x20ba,1
913,0x20bb,1
914,0x20bc,1
915,0x20bd,1
916,0x20c6,1
917,0x20c7,1
918,0x20c8,1
919,0x20c9,1
920,0x20d2,0
921,0x20d3,0
922,0x20d4,0
923,0x20d5,0
924,0x20de,1
925,0x20df,1
926,0x20e0,1
927,0x20e1,1
928,0x20ea,2
929,0x20eb,1
930,0x20ec,1
931,0x20ed,0
932,0x20f6,1
933,0x20f7,1
934,0x20f8,1
935,0x20f9,1
936,0x2102,1
937,0x2103,0
938,0x2104,0
939,0x2105,0
940,0x210e,0
941,0x210f,0
942,0x2110,0
943,0x2111,0
944,0x211a,1
945,0x211b,1
946,0x211c,1
947,0x211d,1
948,0x2126,1
949,0x2127,1
950,0x2128,1
951,0x2129,1
952,0x2132,1
953,0x2133,1
954,0x2134,1
955,0x2135,1
956,0x213e,0
957,0x213f,0
958,0x2140,0
959,0x2141,0
960,0x214a,0
961,0x214b,0
962,0x214c,0
963,0x214d,0
964,0x2156,0
965,0x2157,0
966,0x2158,0
967,0x2159,0
968,0x2162,1
969,0x2163,1
970,0x2164,1
971,0x2165,1
972,0x216e,1
973,0x216f,1
974,0x2170,1
975,0x2171,1
976,0x217a,1
977,0x217b,1
978,0x217c,1
979,0x217d,1
980,0x2186,2
981,0x2187,2
982,0x2188,0
983,0x2189,0
984,0x2192,2
985,0x2193,2
986,0x2194,2
987,0x2195,2
988,0x219e,0
989,0x219f,0
990,0x21a0,0
991,0x21a1,0
992,0x21aa,1
993,0x21ab,1
994,0x21ac,1
995,0x21ad,1
996,0x21b6,1
997,0x21b7,1
998,0x21b8,1
999,0x21b9,1
1000,0x21c2,1
1001,0x21c3,1
1002,0x21c4,1
1003,0x21c5,1
1004,0x21ce,2
1005,0x21cf,2
1006,0x21d0,2
1007,0x21d1,2
1008,0x21da,2
1009,0x21db,2
1010,0x21dc,2
1011,0x21dd,2
1012,0x21e6,0
1013,0x21e7,0
1014,0x21e8,0
1015,0x21e9,0
1016,0x21f2,0
1017,0x21f3,0
1018,0x21f4,0
1019,0x21f5,2
1020,0x21fe,2
1021,0x21ff,2
1022,0x2200,0
1023,0x2201,0
1024,0x220a,0
1025,0x220b,0
1026,0x220c,0
1027,0x220d,0
1028,0x2216,1
1029,0x2217,1
1030,0x2218,1
1031,0x2219,1
1032,0x2222,1
1033,0x2223,1
1034,0x2224,1
1035,0x2225,1
1036,0x222e,1
1037,0x222f,1
1038,0x2230,1
1039,0x2231,1
1040,0x223a,2
1041,0x223b,2
1042,0x223c,2
1043,0x223d,2
1044,0x2246,1
1045,0x2247,1
1046,0x2248,1
1047,0x2249,1
1048,0x2252,0
1049,0x2253,0
1050,0x2254,0
1051,0x2255,0
1052,0x225e,2
1053,0x225f,2
1054,0x2260,2
1055,0x2261,2
1056,0x226a,1
1057,0x226b,1
1058,0x226c,1
1059,0x226d,1
1060,0x2276,0
1061,0x2277,0
1062,0x2278,0
1063,0x2279,0
1064,0x2282,1
1065,0x2283,1
1066,0x2284,1
1067,0x2285,1
1068,0x228e,0
1069,0x228f,0
1070,0x2290,0
1071,0x2291,0
1072,0x229a,1
1073,0x229b,1
1074,0x229c,1
1075,0x229d,1
1076,0x22a6,0
1077,0x22a7,0
1078,0x22a8,0
1079,0x22a9,0
1080,0x22b2,1
1081,0x22b3,1
1082,0x22b4,1
1083,0x22b5,1
1084,0x22be,0
1085,0x22bf,0
1086,0x22c0,0
1087,0x22c1,0
1088,0x22ca,0
1089,0x22cb,0
1090,0x22cc,0
1091,0x22cd,0
1092,0x22d6,1
1093,0x22d7,1
1094,0x22d8,1
1095,0x22d9,1
1096,0x22e2,0
1097,0x22e3,0
1098,0x22e4,1
1099,0x22e5,1
1100,0x22ee,2
1101,0x22ef,2
1102,0x22f0,2
1103,0x22f1,2
1104,0x22fa,1
1105,0x22fb,1
1106,0x22fc,1
1107,0x22fd,1
1108,0x2306,2
1109,0x2307,1
1110,0x2308,1
1111,0x2309,1
1112,0x2312,2
1113,0x2313,2
1114,0x2314,2
1115,0x2315,2
1116,0x231e,0
1117,0x231f,0
1118,0x2320,0
1119,0x2321,0
1120,0x232a,0
1121,0x232b,0
1122,0x232c,0
1123,0x232d,0
1124,0x2336,0
1125,0x2337,0
1126,0x2338,0
1127,0x2339,0
1128,0x2342,1
1129,0x2343,1
1130,0x2344,1
1131,0x2345,1
1132,0x234e,1
1133,0x234f,1
1134,0x2350,1
1135,0x2351,1
1136,0x235a,2
1137,0x235b,2
1138,0x235c,2
1139,0x235d,2
1140,0x2366,2
1141,0x2367,2
1142,0x2368,2
1143,0x2369,2
1144,0x2372,2
1145,0x2373,2
1146,0x2374,2
1147,0x2375,2
1148,0x237e,2
1149,0x237f,2
1150,0x2380,1
1151,0x2381,1
1152,0x238a,0
1153,0x238b,0
1154,0x238c,0
1155,0x238d,0
1156,0x2396,0
1157,0x2397,0
1158,0x2398,0
1159,0x2399,0
1160,0x23a2,1
1161,0x23a3,1
1162,0x23a4,0
1163,0x23a5,0
1164,0x23ae,0
1165,0x23af,0
1166,0x23b0,0
1167,0x23b1,0
1168,0x23ba,1
1169,0x23bb,1
1170,0x23bc,1
1171,0x23bd,1
1172,0x23c6,1
1173,0x23c7,1
1174,0x23c8,1
1175,0x23c9,1
1176,0x23d2,1
1177,0x23d3,1
1178,0x23d4,1
1179,0x23d5,1
1180,0x23de,1
1181,0x23df,1
1182,0x23e0,2
1183,0x23e1,2
1184,0x23ea,1
1185,0x23eb,1
1186,0x23ec,1
1187,0x23ed,1
1188,0x23f6,2
1189,0x23f7,2
1190,0x23f8,2
1191,0x23f9,1
1192,0x2402,1
1193,0x2403,1
1194,0x2404,1
1195,0x2405,1
1196,0x240e,0
1197,0x240f,0
1198,0x2410,0
1199,0x2411,0
1200,0x241a,2
1201,0x241b,2
1202,0x241c,2
1203,0x241d,2
1204,0x2426,1
1205,0x2427,1
1206,0x2428,1
1207,0x2429,1
1208,0x2432,1
1209,0x2433,1
1210,0x2434,1
1211,0x2435,1
1212,0x243e,0
1213,0x243f,0
1214,0x2440,0
1215,0x2441,0
1216,0x244a,1
1217,0x244b,1
1218,0x244c,1
1219,0x244d,1
1220,0x2456,0
1221,0x2457,0
1222,0x2458,0
1223,0x2459,0
1224,0x2462,0
1225,0x2463,0
1226,0x2464,0
1227,0x2465,0
1228,0x246e,0
1229,0x246f,0
1230,0x2470,0
1231,0x2471,0
1232,0x247a,1
1233,0x247b,1
1234,0x247c,1
1235,0x247d,1
1236,0x2486,1
1237,0x2487,1
1238,0x2488,1
1239,0x2489,1
1240,0x2492,1
1241,0x2493,1
1242,0x2494,1
1243,0x2495,1
1244,0x249e,0
1245,0x249f,0
1246,0x24a0,0
1247,0x24a1,0
1248,0x24aa,1
1249,0x24ab,1
1250,0x24ac,1
1251,0x24ad,1
1252,0x24b6,1
1253,0x24b7,1
1254,0x24b8,1
1255,0x24b9,1
1256,0x24c2,1
1257,0x24c3,1
1258,0x24c4,1
1259,0x24c5,1
1260,0x24ce,0
1261,0x24cf,0
1262,0x24d0,0
1263,0x24d1,0
1264,0x24da,2
1265,0x24db,2
1266,0x24dc,2
1267,0x24dd,1
1268,0x24e6,2
1269,0x24e7,2
1270,0x24e8,1
1271,0x24e9,2
1272,0x24f2,2
1273,0x24f3,2
1274,0x24f4,2
1275,0x24f5,2
1276,0x24fe,0
1277,0x24ff,0
1278,0x2500,0
1279,0x2501,0
1280,0x250a,0
1281,0x250b,0
1282,0x250c,0
1283,0x250d,0
1284,0x2516,0
1285,0x2517,0
1286,0x2518,0
1287,0x2519,0
1288,0x2522,1
1289,0x2523,1
1290,0x2524,1
1291,0x2525,1
1292,0x252e,1
1293,0x252f,1
1294,0x2530,0
1295,0x2531,1
1296,0x253a,1
1297,0x253b,1
1298,0x253c,1
1299,0x253d,1
1300,0x2546,1
1301,0x2547,1
1302,0x2548,1
1303,0x2549,1
1304,0x2552,0
1305,0x2553,0
1306,0x2554,0
1307,0x2555,0
1308,0x255e,1
1309,0x255f,1
1310,0x2560,1
1311,0x2561,1
1312,0x256a,0
1313,0x256b,0
1314,0x256c,0
1315,0x256d,0
1316,0x2576,2
1317,0x2577,2
1318,0x2578,2
1319,0x2579,2
1320,0x2582,0
1321,0x2583,0
1322,0x2584,0
1323,0x2585,0
1324,0x258e,1
1325,0x258f,1
1326,0x2590,1
1327,0x2591,1
1328,0x259a,1
1329,0x259b,1
1330,0x259c,1
1331,0x259d,2
1332,0x25a6,1
1333,0x25a7,1
1334,0x25a8,1
1335,0x25a9,1
1336,0x25b2,1
1337,0x25b3,1
1338,0x25b4,1
1339,0x25b5,1
1340,0x25be,2
1341,0x25bf,2
1342,0x25c0,2
1343,0x25c1,2
1344,0x25ca,1
1345,0x25cb,1
1346,0x25cc,1
1347,0x25cd,1
1348,0x25d6,1
1349,0x25d7,1
1350,0x25d8,1
1351,0x25d9,1
1352,0x25e2,2
1353,0x25e3,2
1354,0x25e4,2
1355,0x25e5,2
1356,0x25ee,1
1357,0x25ef,1
1358,0x25f0,1
1359,0x25f1,1
1360,0x25fa,2
1361,0x25fb,1
1362,0x25fc,1
1363,0x25fd,1
1364,0x2606,1
1365,0x2607,1
1366,0x2608,1
1367,0x2609,1
1368,0x2612,0
1369,0x2613,0
1370,0x2614,0
1371,0x2615,0
1372,0x261e,1
1373,0x261f,1
1374,0x2620,1
1375,0x2621,1
1376,0x262a,0
1377,0x262b,0
1378,0x262c,0
1379,0x262d,1
1380,0x2636,0
1381,0x2637,0
1382,0x2638,0
1383,0x2639,0
1384,0x2642,2
1385,0x2643,2
1386,0x2644,2
1387,0x2645,2
1388,0x264e,1
1389,0x264f,1
1390,0x2650,1
